Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification, Revenue 
X6,2011,South America,Blue,Petrol,Automatic,3,25499,67764,1912,Low," 129,564,768 "
5 Series,2013,South America,Grey,Electric,Manual,3,21966,42639,349,Low," 14,881,011 "
3 Series,2021,Asia,Blue,Diesel,Automatic,3.9,185428,111372,5163,Low," 575,013,636 "
X5,2011,South America,Grey,Electric,Automatic,4.2,47168,38686,3027,Low," 117,102,522 "
7 Series,2017,South America,Silver,Hybrid,Automatic,3.2,67513,110132,6008,Low," 661,673,056 "
7 Series,2012,South America,White,Diesel,Automatic,2.2,173313,46903,7716,High," 361,903,548 "
M5,2018,Middle East,Red,Hybrid,Manual,4.2,118295,92690,6735,Low," 624,267,150 "
X1,2022,Asia,Silver,Petrol,Manual,2.6,112048,77630,1695,Low," 131,582,850 "
X6,2013,Middle East,Red,Diesel,Automatic,2.1,136644,54060,3403,Low," 183,966,180 "
3 Series,2022,Europe,Red,Hybrid,Manual,3.7,17163,73126,665,Low," 48,628,790 "
i3,2015,Africa,Red,Hybrid,Automatic,1.8,35076,52703,260,Low," 13,702,780 "
M3,2019,South America,Red,Hybrid,Automatic,4.9,14049,68039,5474,Low," 372,445,486 "
X6,2014,Asia,Blue,Petrol,Manual,3.7,117261,84315,8497,High," 716,424,555 "
3 Series,2019,South America,Black,Hybrid,Automatic,5,106238,31626,4001,Low," 126,535,626 "
X5,2022,Africa,Blue,Hybrid,Automatic,2.7,143130,53632,1531,Low," 82,110,592 "
X1,2010,South America,Black,Petrol,Manual,4.9,92737,68894,8445,High," 581,809,830 "
X6,2018,North America,Blue,Petrol,Automatic,2,101552,67117,3195,Low," 214,438,815 "
X5,2010,North America,White,Hybrid,Automatic,1.6,163365,108318,7335,High," 794,512,530 "
i3,2017,Asia,Black,Diesel,Manual,1.6,13762,112440,841,Low," 94,562,040 "
i8,2018,South America,Blue,Electric,Manual,3.1,88377,86795,8990,High," 780,287,050 "
X5,2018,Middle East,Blue,Petrol,Automatic,1.8,85347,60048,6127,Low," 367,914,096 "
3 Series,2010,Middle East,Blue,Diesel,Automatic,3.3,97095,118023,586,Low," 69,161,478 "
7 Series,2011,Middle East,Black,Hybrid,Manual,2.6,51816,94764,5220,Low," 494,668,080 "
X3,2021,North America,Silver,Electric,Automatic,2.7,60009,35809,9521,High," 340,937,489 "
7 Series,2022,South America,Silver,Electric,Manual,3.7,36661,36932,5689,Low," 210,106,148 "
i3,2010,Africa,Red,Electric,Automatic,2.1,34796,42309,4091,Low," 173,086,119 "
5 Series,2019,Middle East,Black,Diesel,Manual,4.2,5976,38511,688,Low," 26,495,568 "
X1,2011,Middle East,Grey,Hybrid,Automatic,3.5,108784,75545,1512,Low," 114,224,040 "
X6,2019,North America,Blue,Diesel,Automatic,4.7,115194,50630,9350,High," 473,390,500 "
i8,2021,Asia,Grey,Diesel,Manual,2.8,198659,100205,2696,Low," 270,152,680 "
X1,2017,South America,Black,Petrol,Manual,4.9,145846,38470,7191,High," 276,637,770 "
M5,2014,South America,Silver,Hybrid,Manual,3.5,22153,62464,4096,Low," 255,852,544 "
7 Series,2021,Asia,Black,Electric,Manual,4.9,63864,114484,8697,High," 995,667,348 "
7 Series,2020,North America,Black,Diesel,Manual,1.6,37931,54702,8242,High," 450,853,884 "
i3,2016,North America,White,Diesel,Automatic,4,186064,65455,2997,Low," 196,168,635 "
5 Series,2011,South America,White,Diesel,Manual,4.4,82880,82429,6368,Low," 524,907,872 "
M3,2017,Asia,Grey,Electric,Automatic,1.7,2946,47484,2021,Low," 95,965,164 "
X3,2020,North America,White,Electric,Automatic,3.5,32829,89079,2497,Low," 222,430,263 "
3 Series,2015,Asia,Grey,Hybrid,Automatic,4.3,106845,52596,2518,Low," 132,436,728 "
X3,2017,Asia,Silver,Petrol,Manual,3.5,163844,52942,838,Low," 44,365,396 "
7 Series,2010,Europe,Black,Hybrid,Manual,1.7,51243,80187,5249,Low," 420,901,563 "
X3,2024,Europe,Grey,Electric,Automatic,3.9,104842,46267,1687,Low," 78,052,429 "
X3,2010,Middle East,White,Petrol,Manual,1.7,5620,114861,6358,Low," 730,286,238 "
i3,2021,Asia,Blue,Petrol,Manual,4.4,94382,52515,5983,Low," 314,197,245 "
7 Series,2016,Africa,Red,Hybrid,Manual,1.7,147469,40327,8432,High," 340,037,264 "
i8,2017,Middle East,White,Diesel,Automatic,2,160786,91295,4850,Low," 442,780,750 "
X6,2022,Asia,Blue,Diesel,Manual,2.5,71180,77715,3420,Low," 265,785,300 "
7 Series,2012,North America,Red,Petrol,Automatic,3.7,102271,51400,6148,Low," 316,007,200 "
M3,2014,Asia,Grey,Hybrid,Manual,4.9,138174,114450,5854,Low," 669,990,300 "
X6,2021,Africa,Blue,Petrol,Manual,1.9,126758,87080,5870,Low," 511,159,600 "
M5,2010,Asia,Grey,Hybrid,Automatic,2,48362,86859,6682,Low," 580,391,838 "
i8,2016,North America,Silver,Electric,Automatic,2.8,94785,69645,5473,Low," 381,167,085 "
X5,2014,North America,Grey,Diesel,Manual,4.4,154774,115593,4941,Low," 571,145,013 "
X1,2017,Africa,Black,Petrol,Automatic,3.1,67775,86788,961,Low," 83,403,268 "
3 Series,2022,North America,Black,Electric,Automatic,2.6,128666,82988,1729,Low," 143,486,252 "
i8,2017,Middle East,White,Hybrid,Manual,3.5,20096,84170,5809,Low," 488,943,530 "
X5,2018,Asia,Black,Petrol,Automatic,2.4,27585,113091,3363,Low," 380,325,033 "
5 Series,2016,Europe,Silver,Hybrid,Manual,2.9,57950,91675,6666,Low," 611,105,550 "
X3,2020,Africa,Red,Hybrid,Automatic,2.7,160412,114891,9236,High," 1,061,133,276 "
5 Series,2010,Middle East,Blue,Hybrid,Automatic,4.3,35725,46693,9882,High," 461,420,226 "
M3,2022,Europe,Blue,Diesel,Manual,4.7,115626,112176,9393,High," 1,053,669,168 "
7 Series,2012,Asia,Red,Electric,Manual,4.2,22532,101652,8853,High," 899,925,156 "
X3,2017,Middle East,Red,Hybrid,Manual,3,35274,112632,1088,Low," 122,543,616 "
i8,2012,Europe,White,Hybrid,Automatic,3.3,77677,43421,5456,Low," 236,904,976 "
5 Series,2017,Middle East,Blue,Petrol,Automatic,1.9,184808,88988,5449,Low," 484,895,612 "
i8,2010,South America,Red,Electric,Manual,4.1,132128,67395,7987,High," 538,283,865 "
X1,2014,Africa,Red,Diesel,Automatic,3.6,84805,45465,5335,Low," 242,555,775 "
3 Series,2013,Africa,White,Electric,Manual,4.7,130047,100262,7895,High," 791,568,490 "
X3,2014,Europe,Black,Diesel,Manual,2.2,179628,46755,8497,High," 397,277,235 "
X5,2017,South America,Black,Diesel,Manual,4.2,165641,44802,4236,Low," 189,781,272 "
7 Series,2019,Asia,Blue,Petrol,Manual,3.9,21752,87570,9405,High," 823,595,850 "
M5,2024,North America,Red,Petrol,Manual,2.4,133075,96004,9224,High," 885,540,896 "
5 Series,2023,Middle East,White,Electric,Manual,3.8,146064,84377,4676,Low," 394,546,852 "
M5,2013,Middle East,Blue,Petrol,Automatic,4.7,40675,100359,6882,Low," 690,670,638 "
i8,2020,Middle East,Silver,Petrol,Manual,4.7,157750,41875,2337,Low," 97,861,875 "
X1,2013,Asia,Black,Petrol,Manual,4,166272,84386,9945,High," 839,218,770 "
i3,2024,Asia,Black,Petrol,Manual,1.7,134506,38143,3327,Low," 126,901,761 "
5 Series,2012,Europe,Grey,Diesel,Automatic,4.6,13712,105172,2922,Low," 307,312,584 "
i8,2016,Europe,Silver,Petrol,Manual,3.8,182072,86507,4237,Low," 366,530,159 "
X6,2012,Asia,White,Hybrid,Manual,2.6,183974,56632,5293,Low," 299,753,176 "
X5,2021,Middle East,Silver,Petrol,Manual,2.2,44687,32165,4408,Low," 141,783,320 "
i3,2012,North America,White,Petrol,Manual,1.9,156212,83350,6039,Low," 503,350,650 "
i3,2020,Asia,Blue,Petrol,Automatic,1.7,69722,33821,9145,High," 309,293,045 "
X5,2019,Asia,Silver,Diesel,Manual,4.1,110056,116766,1227,Low," 143,271,882 "
i3,2014,Middle East,White,Electric,Manual,2.3,189188,99705,6032,Low," 601,420,560 "
i3,2014,Africa,Grey,Petrol,Automatic,1.6,25484,35301,6461,Low," 228,079,761 "
M3,2023,Asia,Silver,Petrol,Automatic,2.9,140290,107042,8018,High," 858,262,756 "
3 Series,2015,Asia,Blue,Electric,Manual,3.2,115738,71009,6191,Low," 439,616,719 "
M5,2017,Africa,Black,Diesel,Automatic,2.1,28721,82511,4965,Low," 409,667,115 "
7 Series,2019,Europe,Grey,Hybrid,Manual,1.7,124772,110112,1627,Low," 179,152,224 "
X5,2015,Middle East,Grey,Electric,Manual,2.2,8501,72685,5702,Low," 414,449,870 "
X1,2024,Europe,Black,Petrol,Automatic,3.9,115580,38459,4886,Low," 187,910,674 "
i3,2021,North America,Red,Hybrid,Manual,1.8,25143,87899,1204,Low," 105,830,396 "
i8,2010,Europe,Black,Petrol,Manual,3.4,96403,32428,2381,Low," 77,211,068 "
7 Series,2024,Africa,Black,Petrol,Automatic,2,31840,55649,3189,Low," 177,464,661 "
i8,2017,South America,Blue,Diesel,Automatic,2.2,178060,54379,3433,Low," 186,683,107 "
3 Series,2017,South America,White,Diesel,Manual,2.9,164467,31298,3638,Low," 113,862,124 "
3 Series,2018,Middle East,Silver,Electric,Automatic,1.9,42617,115779,2319,Low," 268,491,501 "
X3,2018,South America,Grey,Hybrid,Automatic,2.1,45015,119853,9811,High," 1,175,877,783 "
X6,2011,Europe,White,Petrol,Automatic,2.7,93015,74745,9693,High," 724,503,285 "
X6,2024,South America,Red,Petrol,Automatic,2.7,181587,114096,9426,High," 1,075,468,896 "
X6,2011,Europe,Grey,Hybrid,Automatic,4.1,149786,72909,6328,Low," 461,368,152 "
M5,2012,Asia,Silver,Petrol,Manual,1.8,159131,58639,2920,Low," 171,225,880 "
X3,2010,Europe,Grey,Electric,Automatic,4.5,135139,107638,4192,Low," 451,218,496 "
i3,2013,Middle East,Silver,Electric,Manual,4.4,191840,102910,1447,Low," 148,910,770 "
i8,2023,South America,Blue,Electric,Automatic,4.2,10681,89029,7617,High," 678,133,893 "
5 Series,2013,Middle East,Blue,Electric,Automatic,2.6,44670,98938,6219,Low," 615,295,422 "
M3,2023,Europe,White,Diesel,Manual,4.4,30214,86254,9727,High," 838,992,658 "
X3,2018,South America,White,Hybrid,Automatic,2.1,105870,61361,3227,Low," 198,011,947 "
X3,2018,Asia,Blue,Petrol,Automatic,1.9,12109,112334,8132,High," 913,500,088 "
7 Series,2018,South America,Grey,Diesel,Automatic,1.7,99746,117821,8755,High," 1,031,522,855 "
X1,2019,Europe,Grey,Electric,Automatic,4.8,62194,58840,6038,Low," 355,275,920 "
7 Series,2016,Europe,Black,Petrol,Automatic,2.6,134183,39070,8958,High," 349,989,060 "
i8,2023,North America,Blue,Electric,Automatic,4.7,189662,92691,7389,High," 684,893,799 "
M3,2024,North America,Black,Hybrid,Manual,2.5,46962,36216,4504,Low," 163,116,864 "
M5,2011,Africa,White,Electric,Automatic,4.7,74590,34469,821,Low," 28,299,049 "
M5,2019,North America,Silver,Hybrid,Manual,4.7,119897,95980,3917,Low," 375,953,660 "
X5,2014,South America,White,Diesel,Automatic,4.7,44269,76011,8734,High," 663,880,074 "
M3,2013,Africa,Red,Hybrid,Automatic,3.2,27551,77372,8505,High," 658,048,860 "
X5,2021,North America,Blue,Petrol,Automatic,4.5,113419,117683,8715,High," 1,025,607,345 "
X3,2020,Africa,Blue,Hybrid,Automatic,4.8,180846,48041,2471,Low," 118,709,311 "
3 Series,2017,South America,White,Diesel,Automatic,2.6,120727,59686,1231,Low," 73,473,466 "
3 Series,2011,North America,Silver,Diesel,Automatic,3,143061,62508,7987,High," 499,251,396 "
i3,2015,Africa,Black,Diesel,Automatic,4,12248,67812,2370,Low," 160,714,440 "
3 Series,2022,Europe,White,Hybrid,Manual,2.6,84484,73355,7711,High," 565,640,405 "
M3,2014,Africa,Red,Petrol,Manual,4.1,98691,114560,9199,High," 1,053,837,440 "
M5,2024,Asia,Blue,Electric,Automatic,1.8,180700,85369,9023,High," 770,284,487 "
5 Series,2021,Europe,Blue,Petrol,Automatic,3.3,8328,81171,5270,Low," 427,771,170 "
M3,2011,South America,Grey,Petrol,Automatic,1.9,34422,76206,3572,Low," 272,207,832 "
i8,2020,Asia,Silver,Diesel,Automatic,2.5,6706,113165,939,Low," 106,261,935 "
7 Series,2019,North America,Black,Electric,Automatic,2.4,158181,73921,5397,Low," 398,951,637 "
X1,2024,Europe,Grey,Electric,Automatic,4.4,50087,117624,3875,Low," 455,793,000 "
M3,2010,North America,Blue,Diesel,Automatic,2.2,57396,83030,780,Low," 64,763,400 "
5 Series,2017,Africa,White,Electric,Automatic,4.3,163425,116496,6468,Low," 753,496,128 "
M5,2011,North America,Red,Electric,Automatic,4.3,167111,86953,1246,Low," 108,343,438 "
X5,2016,Asia,Red,Diesel,Manual,3.2,78794,100805,5654,Low," 569,951,470 "
i3,2018,Africa,White,Electric,Automatic,2.3,36589,84428,4699,Low," 396,727,172 "
i8,2018,Middle East,Red,Petrol,Automatic,2.3,133983,79150,9917,High," 784,930,550 "
X6,2017,Middle East,White,Hybrid,Manual,3.1,29087,48496,6198,Low," 300,578,208 "
M5,2020,North America,White,Petrol,Manual,1.5,146096,44357,8334,High," 369,671,238 "
i8,2023,Middle East,Grey,Diesel,Manual,3.4,7940,88445,2505,Low," 221,554,725 "
7 Series,2021,Africa,Grey,Diesel,Automatic,4.8,155167,67891,8267,High," 561,254,897 "
5 Series,2019,Asia,Silver,Petrol,Automatic,2,194692,90775,1512,Low," 137,251,800 "
X1,2018,Europe,Black,Petrol,Manual,3.5,92639,37174,3484,Low," 129,514,216 "
i3,2011,Europe,Red,Hybrid,Automatic,4.9,48960,38156,8659,High," 330,392,804 "
M5,2015,Asia,Red,Electric,Manual,4.5,198341,98115,9096,High," 892,454,040 "
3 Series,2013,Middle East,White,Petrol,Manual,4.5,83942,33567,969,Low," 32,526,423 "
X6,2023,Middle East,Red,Petrol,Automatic,4.4,172184,42743,1798,Low," 76,851,914 "
X1,2013,Africa,Grey,Electric,Automatic,2.6,49050,76664,6899,Low," 528,904,936 "
3 Series,2014,North America,Red,Hybrid,Automatic,4.6,67949,110293,8940,High," 986,019,420 "
i8,2021,South America,Black,Petrol,Manual,4.8,163917,78709,5625,Low," 442,738,125 "
5 Series,2012,Africa,Red,Diesel,Automatic,3.2,53871,103374,1598,Low," 165,191,652 "
X6,2023,North America,Red,Petrol,Manual,2.7,47176,86370,1455,Low," 125,668,350 "
X3,2010,Asia,Silver,Hybrid,Manual,2.9,177691,55221,8918,High," 492,460,878 "
7 Series,2017,Africa,White,Petrol,Manual,2.7,197207,101139,7766,High," 785,445,474 "
i3,2014,Africa,White,Diesel,Automatic,2.2,58046,70441,7608,High," 535,915,128 "
X5,2012,Europe,Grey,Hybrid,Manual,3.7,153544,115870,8937,High," 1,035,530,190 "
3 Series,2019,South America,Silver,Hybrid,Automatic,3.5,152806,113411,9591,High," 1,087,724,901 "
7 Series,2023,Europe,Silver,Petrol,Manual,3.1,27492,33638,5881,Low," 197,825,078 "
M3,2016,Africa,Blue,Hybrid,Manual,1.8,107248,77712,203,Low," 15,775,536 "
3 Series,2016,Europe,Grey,Electric,Manual,4.3,66025,61366,3909,Low," 239,879,694 "
X6,2010,Europe,White,Electric,Manual,2.1,79671,99664,4613,Low," 459,750,032 "
M3,2021,Europe,Grey,Diesel,Manual,1.9,162721,112364,5635,Low," 633,171,140 "
M5,2018,Europe,Blue,Electric,Automatic,3.7,45634,102355,7006,High," 717,099,130 "
i8,2024,Europe,Red,Hybrid,Automatic,2.9,97812,113600,3392,Low," 385,331,200 "
5 Series,2011,South America,Red,Electric,Automatic,1.7,50470,70062,4242,Low," 297,203,004 "
M3,2014,Europe,Blue,Petrol,Automatic,2.7,39977,30684,4876,Low," 149,615,184 "
X1,2022,Europe,Black,Hybrid,Manual,4.2,39745,119261,3448,Low," 411,211,928 "
3 Series,2023,Europe,Silver,Petrol,Automatic,3.7,45584,92787,6841,Low," 634,755,867 "
X1,2014,Africa,Silver,Diesel,Automatic,2.8,56818,72873,4143,Low," 301,912,839 "
X5,2023,South America,Red,Electric,Automatic,2.2,152117,98284,2077,Low," 204,135,868 "
X3,2017,North America,Grey,Hybrid,Automatic,3.7,88168,73400,6176,Low," 453,318,400 "
X3,2023,Africa,Silver,Hybrid,Manual,4.6,61592,43091,9287,High," 400,186,117 "
X6,2017,South America,White,Electric,Manual,3.8,83348,46522,9024,High," 419,814,528 "
5 Series,2023,Africa,White,Petrol,Manual,4.3,108562,61733,9919,High," 612,329,627 "
7 Series,2016,North America,Black,Electric,Automatic,3.3,72092,111815,2540,Low," 284,010,100 "
M3,2016,North America,Blue,Electric,Manual,4,176002,103714,2143,Low," 222,259,102 "
X1,2021,Europe,Grey,Petrol,Manual,4.6,26598,104481,9781,High," 1,021,928,661 "
i8,2020,South America,Grey,Hybrid,Manual,4.2,30539,84886,9137,High," 775,603,382 "
M3,2015,Asia,White,Diesel,Automatic,4.7,190518,66469,3983,Low," 264,746,027 "
X5,2015,Asia,Black,Hybrid,Automatic,3,114411,85569,8835,High," 756,002,115 "
3 Series,2020,Middle East,Blue,Electric,Manual,4.7,87218,99740,5941,Low," 592,555,340 "
7 Series,2018,Middle East,White,Electric,Manual,3.7,169817,50325,9024,High," 454,132,800 "
M5,2015,South America,White,Diesel,Manual,4.5,806,54825,4572,Low," 250,659,900 "
M5,2021,Middle East,Silver,Hybrid,Automatic,1.6,179870,55620,3018,Low," 167,861,160 "
7 Series,2022,South America,Silver,Diesel,Automatic,3.8,113863,48593,317,Low," 15,403,981 "
X3,2022,Middle East,Black,Hybrid,Manual,4.5,115012,38233,4793,Low," 183,250,769 "
i8,2011,Asia,Blue,Electric,Automatic,2.1,2171,95602,6628,Low," 633,650,056 "
7 Series,2011,North America,Black,Petrol,Manual,3.8,83451,91495,1843,Low," 168,625,285 "
i3,2022,Europe,White,Hybrid,Automatic,4.4,15358,87223,4860,Low," 423,903,780 "
M5,2014,Asia,Silver,Diesel,Manual,2.5,193306,32619,8431,High," 275,010,789 "
7 Series,2024,North America,Black,Electric,Manual,2.9,25242,81129,1199,Low," 97,273,671 "
7 Series,2013,Europe,Black,Diesel,Automatic,3.5,123660,62098,9551,High," 593,097,998 "
X3,2020,Asia,Blue,Petrol,Manual,3.3,143223,56626,676,Low," 38,279,176 "
X5,2011,Africa,Red,Petrol,Automatic,1.6,65814,86167,3945,Low," 339,928,815 "
X3,2024,Europe,Red,Petrol,Automatic,1.8,169179,33468,2216,Low," 74,165,088 "
M5,2024,Europe,Grey,Hybrid,Manual,1.9,133710,66815,2486,Low," 166,102,090 "
M3,2012,South America,Grey,Electric,Automatic,2.4,197607,82394,1051,Low," 86,596,094 "
3 Series,2016,South America,Grey,Petrol,Automatic,2.4,187460,56077,1874,Low," 105,088,298 "
3 Series,2017,Middle East,Silver,Electric,Automatic,4.1,20313,67000,1192,Low," 79,864,000 "
M5,2021,Middle East,Silver,Electric,Manual,3.5,66030,51868,6766,Low," 350,938,888 "
i8,2022,South America,Blue,Diesel,Manual,4.2,120518,37244,6863,Low," 255,605,572 "
i8,2015,South America,White,Hybrid,Manual,1.7,185200,40947,9216,High," 377,367,552 "
7 Series,2020,Europe,White,Hybrid,Automatic,3.2,71317,66914,1726,Low," 115,493,564 "
X5,2014,Asia,Silver,Hybrid,Automatic,2.6,173812,55629,9471,High," 526,862,259 "
M5,2022,North America,Black,Petrol,Automatic,4.5,95176,105890,7159,High," 758,066,510 "
X1,2010,Africa,Blue,Electric,Automatic,4,135547,71909,3100,Low," 222,917,900 "
X1,2017,Europe,Grey,Diesel,Manual,4.5,142478,58156,4337,Low," 252,222,572 "
i3,2012,Europe,Black,Petrol,Automatic,1.7,80820,86167,9679,High," 834,010,393 "
3 Series,2024,Africa,Blue,Electric,Manual,4,70749,89052,1155,Low," 102,855,060 "
i8,2015,Middle East,Red,Diesel,Manual,3.4,49218,86357,6772,Low," 584,809,604 "
X1,2012,Africa,White,Electric,Automatic,4.4,25029,105765,8720,High," 922,270,800 "
X1,2016,Africa,Black,Diesel,Manual,3.3,54238,105318,3131,Low," 329,750,658 "
7 Series,2022,North America,Black,Diesel,Manual,3.4,119812,56768,4142,Low," 235,133,056 "
3 Series,2023,Asia,Blue,Hybrid,Automatic,1.7,12983,52716,6673,Low," 351,773,868 "
M3,2016,Asia,Blue,Electric,Manual,3.8,15640,87346,3836,Low," 335,059,256 "
M5,2021,Europe,Red,Electric,Manual,2.5,1354,87961,6842,Low," 601,829,162 "
X5,2024,Middle East,Grey,Hybrid,Automatic,1.6,155709,54849,8734,High," 479,051,166 "
i8,2018,North America,Red,Petrol,Manual,1.7,181162,50080,2449,Low," 122,645,920 "
M3,2014,South America,White,Diesel,Automatic,4.9,156016,92229,601,Low," 55,429,629 "
i8,2024,North America,Silver,Electric,Manual,2.7,138616,85683,6393,Low," 547,771,419 "
5 Series,2017,Africa,Black,Petrol,Automatic,4.5,56755,42986,7298,High," 313,711,828 "
X6,2019,Europe,Silver,Electric,Manual,4.9,36378,116806,425,Low," 49,642,550 "
M5,2019,Europe,Red,Diesel,Automatic,4.8,111324,81118,6787,Low," 550,547,866 "
7 Series,2017,North America,Blue,Electric,Manual,4.6,187443,75531,2355,Low," 177,875,505 "
M3,2010,Asia,Black,Hybrid,Automatic,4.6,107263,109285,5727,Low," 625,875,195 "
i8,2021,Middle East,Red,Petrol,Manual,2.5,44264,104408,966,Low," 100,858,128 "
7 Series,2014,Europe,Silver,Diesel,Automatic,2,176128,34455,1782,Low," 61,398,810 "
5 Series,2012,South America,White,Hybrid,Manual,3.7,126765,74185,6118,Low," 453,863,830 "
M3,2010,South America,Red,Petrol,Manual,3.2,193924,61224,9213,High," 564,056,712 "
5 Series,2013,Europe,Red,Diesel,Automatic,1.8,101181,61246,7734,High," 473,676,564 "
M3,2017,Middle East,White,Diesel,Automatic,3.9,149695,110858,2187,Low," 242,446,446 "
M5,2012,North America,Silver,Petrol,Automatic,3.5,147220,78031,7106,High," 554,488,286 "
X5,2019,Asia,Grey,Hybrid,Automatic,4.5,150119,88297,1715,Low," 151,429,355 "
X5,2011,Africa,Black,Electric,Automatic,3.6,98404,89104,1074,Low," 95,697,696 "
M5,2020,Middle East,White,Diesel,Automatic,3.5,158945,33719,6418,Low," 216,408,542 "
X6,2018,Africa,White,Diesel,Manual,3,164673,94735,7856,High," 744,238,160 "
3 Series,2019,Europe,White,Electric,Automatic,3.1,46583,31142,9989,High," 311,077,438 "
X5,2014,Europe,White,Petrol,Automatic,4.8,108972,118876,6295,Low," 748,324,420 "
7 Series,2023,Asia,Red,Diesel,Manual,2,170354,103607,6770,Low," 701,419,390 "
M5,2016,North America,Black,Petrol,Automatic,3.1,107451,118639,9502,High," 1,127,307,778 "
M3,2020,North America,Black,Petrol,Manual,3.8,187918,52869,411,Low," 21,729,159 "
X5,2020,Europe,Silver,Diesel,Automatic,3,27309,97391,9271,High," 902,911,961 "
5 Series,2011,Middle East,Silver,Hybrid,Manual,2.5,159987,108373,7120,High," 771,615,760 "
M5,2018,South America,Black,Petrol,Automatic,2.5,13578,97253,6610,Low," 642,842,330 "
M3,2022,Europe,Black,Diesel,Automatic,2.3,179122,107859,4112,Low," 443,516,208 "
X6,2018,North America,Blue,Hybrid,Manual,2.7,35356,66778,9532,High," 636,527,896 "
